species,Lon,Lat
Vole,-122.229904,37.8899223
Vole,-122.1754448,37.8718423
Vole,-122.17529,37.9043
Vole,-122.1716658,37.9043824
Vole,-122.1664142,37.8937541
Vole,-122.1535,37.9162
Vole,-122.1525,37.9154
Vole,-122.15,37.9178
Vole,-122.1403711,37.9381323
Vole,-122.1403,37.9455
Vole,-122.1385925,37.9175522
Vole,-122.1316813,37.9662181
Vole,-122.1304176,37.8721266
Vole,-122.127884,37.8305356
Vole,-122.11396,37.8855504
Vole,-122.0979315,38.0339592
Vole,-122.09126,38.0211559
Vole,-122.0911734,38.0378147
Vole,-122.0866552,37.8785684
Vole,-122.0686129,38.0338608
Vole,-122.0604412,37.8717282
Vole,-121.9577485,37.8358182
Vole,-121.95134,37.78306
Vole,-121.93472,37.94111
Vole,-121.9328333,37.881833
Vole,-121.9130424,37.8816953
Vole,-121.8865639,37.76095278
Vole,-121.7711994,37.81359493
Vole,-121.7119317,38.0272732
Vole,-121.695833,37.931944
Vole,-121.662415,38.07457
Vole,-123.625462,41.9955479
Vole,-123.49,43.06
Vole,-123.41,43.12
Vole,-123.3222857,43.6637147
Vole,-123.2775,42.930833
Vole,-121.00674,38.91503
Vole,-120.914406,38.688779
Vole,-120.6350067,38.75449
Vole,-115.2916667,30.794167
Vole,-119.4622222,36.6405556
Vole,-119.4508333,36.6544444
Vole,-120.381667,36.753611
Vole,-120.3792,36.7808
Vole,-120.3791,36.7807
Vole,-119.8218,36.8838
Vole,-119.7017,36.8252
Vole,-119.4641,36.7166
Vole,-119.122201,36.731601
Vole,-122.8441182,39.7275109
Vole,-122.8537664,39.6535097
Vole,-124.253,40.727683
Vole,-124.2166667,40.6333333
Vole,-124.166762,40.814833
Vole,-124.161389,41.135833
Vole,-124.1504323,41.0651805
Vole,-124.149,40.7851
Vole,-124.142431,40.89274
Vole,-124.13,40.86
Vole,-124.1133254,40.9999229
Vole,-124.1057838,41.0202387
Vole,-124.100556,40.946389
Vole,-124.0857767,40.9050023
Vole,-124.0795,40.8701
Vole,-124.0780563,40.8759117
Vole,-124.0666667,40.5333333
Vole,-124.0638883,40.7615337
Vole,-124.05,40.53
Vole,-124,40
Vole,-123.95,41.45
Vole,-123.6158322,40.4907074
Vole,-124,40.01
Vole,-123.97,40.49
Vole,-124.36845,40.46708
Vole,-124.05869,40.53791
Vole,-123.74929,40.49831
Vole,-123.62788,40.93965
Vole,-124.4052299,40.440217
Vole,-124.3684553,40.4670873
Vole,-124.286944,40.325278
Vole,-124.2623,40.60969
Vole,-124.2623,40.5807
Vole,-124.140833,40.547222
Vole,-124.12376,40.6848699
Vole,-124.1126136,41.2101376
Vole,-124.1104022,40.4799184
Vole,-124.1001847,40.4801238
Vole,-124.0586921,40.5379163
Vole,-124.0415543,40.5359463
Vole,-124.0327,40.5216
Vole,-124.01883,40.84341
Vole,-123.9383,40.7249
Vole,-123.9,40.108056
Vole,-123.88759,40.77914
Vole,-123.8807184,41.1535776
Vole,-123.8584651,41.1335554
Vole,-123.7317033,40.8748542
Vole,-123.67841,40.84787
Vole,-123.6278827,40.9396583
Vole,-123.61833,40.91792
Vole,-123.59922,41.00487
Vole,-123.59863,40.99321
Vole,-118.3957214,37.3652992
Vole,-118.3088242,37.4049754
Vole,-118.3000788,37.4058015
Vole,-118.1985827,36.8023957
Vole,-118.1318098,36.5959019
Vole,-118.0666667,36.6
Vole,-118.0608098,36.6071071
Vole,-118.05,37.44
Vole,-118.03,36.31
Vole,-118.0259184,36.3210737
Vole,-117.9797509,36.8720953
Vole,-116.2301092,35.8733644
Vole,-118.12,36.55
Vole,-118.57446,37.44568
Vole,-118.401131,37.454911
Vole,-118.348767,37.361434
Vole,-118.34519,37.40065
Vole,-118.31084,37.40482
Vole,-118.304884,37.405079
Vole,-118.29121,37.40766
Vole,-118.289486,36.78326
Vole,-118.289486,36.78325
Vole,-118.26855,36.77547
Vole,-118.218063,36.871
Vole,-118.214801,36.826074
Vole,-118.11231,36.59499
Vole,-118.10991,36.58926
Vole,-118.10244,36.5051
Vole,-118.095156,36.59723
Vole,-118.08862,37.33035
Vole,-118.0619,36.6061
Vole,-118.05676,36.54234
Vole,-118.03645,36.61906
Vole,-118.02917,36.27383
Vole,-118.01979,36.32242
Vole,-118.01784,36.57739
Vole,-118.01131,36.57564
Vole,-118.00818,37.41428
Vole,-117.92456,36.52875
Vole,-117.9087515,35.837806
Vole,-117.90836,35.83788
Vole,-117.90758,35.93481
Vole,-117.905733,35.936983
Vole,-117.84273,36.70146
Vole,-117.83167,36.69451
Vole,-117.8316083,36.69512333
Vole,-117.8274633,36.69592167
Vole,-117.825149,36.695944
Vole,-117.759585,36.126805
Vole,-117.75673,36.1143
Vole,-116.269453,35.967747
Vole,-116.235843,35.87852103
Vole,-116.2341731,35.88486279
Vole,-116.233091,35.884823
Vole,-116.2325278,35.85562222
Vole,-116.226163,35.852719
Vole,-116.225395,35.848477
Vole,-122.9435,42.2754
Vole,-122.7963,42.3267
Vole,-122.6694,42.1947
Vole,-122.3342,42.0475
Vole,-122.8744,42.2397
Vole,-122.853062,42.436101
Vole,-122.8495,42.2758
Vole,-122.6073,42.2222
Vole,-123.3272,42.4392
Vole,-123.6147,42.2212
Vole,-119.4651,35.6519
Vole,-119.3595314,35.3109557
Vole,-119.29954,35.1939609
Vole,-119.1941498,35.1797177
Vole,-119.0854235,34.8455831
Vole,-119.0422222,34.8388889
Vole,-118.921257,34.897259
Vole,-118.6311111,35.2222222
Vole,-118.5905533,35.7413902
Vole,-118.56926,35.7778592
Vole,-118.5333333,35.3833333
Vole,-118.4899,35.1008
Vole,-118.45,35.11
Vole,-118.38334,35.058726
Vole,-118.3654954,35.0621717
Vole,-118.35381,35.0496294
Vole,-118.2951,35.1630792
Vole,-118.2916064,35.6797072
Vole,-117.96129,34.98415
Vole,-118.8,35.49
Vole,-119.543378,35.1961132
Vole,-119.4485,35.16
Vole,-119.3971138,35.2139977
Vole,-119.18658,34.95587
Vole,-119.1835,34.94862
Vole,-119.18153,34.91872
Vole,-119.1805,35.075667
Vole,-119.1805,35.07567
Vole,-118.89392,34.8760033
Vole,-118.5536,35.3819
Vole,-118.55009,35.214378
Vole,-118.54439,35.3876464
Vole,-118.53952,35.2090098
Vole,-118.49776,35.598948
Vole,-118.49432,35.4277106
Vole,-118.49405,35.5870915
Vole,-118.36517,35.66776
Vole,-118.34507,35.4793329
Vole,-118.3444903,35.463044
Vole,-118.34256,35.45697
Vole,-118.31651,35.44493
Vole,-118.31315,35.44219
Vole,-118.31,35.7412
Vole,-118.305131,35.700313
Vole,-118.303466,35.723547
Vole,-118.28948,35.666083
Vole,-118.274041,35.680563
Vole,-118.2197,35.6903
Vole,-118.172194,35.730345
Vole,-117.94136,35.6106
Vole,-117.9069,35.77547
Vole,-117.9036,35.774845
Vole,-117.8786,34.86395
Vole,-119.7748,36.16736
Vole,-122.87555,38.992211
Vole,-122.813196,39.010125
Vole,-122.8078,39.096
Vole,-122.7907686,38.8337554
Vole,-122.7443051,38.7967297
Vole,-122.6790712,39.0120677
Vole,-122.95,39.44
Vole,-122.67,39.01
Vole,-123.01375,39.17565
Vole,-122.79167,38.94272
Vole,-122.7945718,39.0924534
Vole,-122.7613767,39.3744138
Vole,-122.6794,39.0123
Vole,-122.67933,39.01223
Vole,-120.7328604,40.533556
Vole,-120.653,40.416284
Vole,-119.7513,37.2502
Vole,-118.77,34.63
Vole,-118.7248992,34.6295684
Vole,-118.6985787,34.7704688
Vole,-118.6893509,34.0785287
Vole,-118.679167,34.033333
Vole,-118.6402008,34.4573177
Vole,-118.6386454,34.1567022
Vole,-118.6378937,34.0797485
Vole,-118.61228,34.3294167
Vole,-118.6025078,34.3357327
Vole,-118.6000268,34.3298803
Vole,-118.5958292,34.3285019
Vole,-118.5888753,34.327708
Vole,-118.5849813,34.3234131
Vole,-118.5744,34.4269
Vole,-118.5507535,34.0906193
Vole,-118.5391338,34.4237092
Vole,-118.51455,34.13835
Vole,-118.51,34.42
Vole,-118.5097379,32.9169515
Vole,-118.5061111,34.3325
Vole,-118.4797222,34.0305556
Vole,-118.4791667,32.8905556
Vole,-118.4746838,34.2846188
Vole,-118.4632373,34.0303365
Vole,-118.45452,34.042627
Vole,-118.447688,33.9517
Vole,-118.4475,33.9625
Vole,-118.4466598,33.9628375
Vole,-118.4440984,34.6768846
Vole,-118.4436845,33.966329
Vole,-118.4419488,33.9666063
Vole,-118.4368239,33.9989297
Vole,-118.4350356,33.9725053
Vole,-118.435,33.97
Vole,-118.4321208,33.9593438
Vole,-118.4315736,34.0569984
Vole,-118.4166667,34.0166667
Vole,-118.41365,33.94395
Vole,-118.403558,34.66657
Vole,-118.3998545,32.8607913
Vole,-118.394849,34.022606
Vole,-118.3916459,34.2729979
Vole,-118.3890395,32.8249831
Vole,-118.3791667,33.7413889
Vole,-118.3740242,34.005997
Vole,-118.3712281,34.0033472
Vole,-118.3682917,34.0105188
Vole,-118.3627234,33.9971988
Vole,-118.362515,34.2688107
Vole,-118.3557932,34.0635982
Vole,-118.3481994,33.7639889
Vole,-118.2711105,33.9602966
Vole,-118.2505304,34.1428345
Vole,-118.238981,34.22417
Vole,-118.22,34.73
Vole,-118.2124262,34.4468585
Vole,-118.1838768,34.8058879
Vole,-118.15,34.15
Vole,-118.1289,34.7844
Vole,-118.1286,34.7878
Vole,-118.1194,34.3291206
Vole,-118.02897,34.06892
Vole,-118.009263,34.3425351
Vole,-117.9683,34.0022
Vole,-117.8680258,34.0557885
Vole,-117.8666667,34.0833333
Vole,-117.8606543,34.2365804
Vole,-117.85477,34.204002
Vole,-117.7597465,34.0774269
Vole,-117.6755204,34.3715622
Vole,-117.6666667,34.4166667
Vole,-117.6573672,34.2367627
Vole,-117.650391,34.2499974
Vole,-118.744261,34.615092
Vole,-118.47,34.03
Vole,-118.38,34.01
Vole,-118.24,34.04
Vole,-117.7,34.15
Vole,-117.67,34.2
Vole,-117.80358,34.23363
Vole,-118.81567,34.09622
Vole,-118.5716,34.71709
Vole,-118.473699,34.087
Vole,-118.473533,34.085481
Vole,-118.413774,33.978877
Vole,-118.408788,34.022188
Vole,-118.39246,34.66646
Vole,-118.38998,34.66245
Vole,-118.388359,34.659037
Vole,-118.38717,34.66269
Vole,-118.17819,34.17167
Vole,-118.137195,34.123961
Vole,-118.1321065,34.1480466
Vole,-118.13085,34.7804
Vole,-118.127496,34.555304
Vole,-118.116953,34.547057
Vole,-118.11636,34.79543
Vole,-118.113,34.79
Vole,-118.034589,34.073972
Vole,-117.835739,34.250575
Vole,-117.823708,34.161277
Vole,-119.570618,37.313691
Vole,-119.4801403,37.437163
Vole,-119.721443,37.090636
Vole,-119.695,37.128333
Vole,-119.518151,37.283294
Vole,-122.9394379,38.1349983
Vole,-122.9111073,38.1010747
Vole,-122.8862842,38.1174504
Vole,-122.85,38.1
Vole,-122.8058,38.0692
Vole,-122.7727449,37.9837131
Vole,-122.7582228,38.0216938
Vole,-122.5089,37.9383
Vole,-122.5081,37.938454
Vole,-122.4849111,37.8844098
Vole,-122.4508085,37.8774659
Vole,-122.272747,37.871593
Vole,-122.25,38.1
Vole,-122.98,38.06
Vole,-122.903993,38.246684
Vole,-122.8986189,38.0693636
Vole,-122.6973756,38.0606078
Vole,-122.53,38
Vole,-122.92976,38.03483
Vole,-122.91403,38.20715
Vole,-122.89862,38.06936
Vole,-122.85579,38.1011
Vole,-122.8058,38.06919
Vole,-122.78612,38.04058
Vole,-122.73972,38.02916
Vole,-122.69737,38.0606
Vole,-122.67441,37.92487
Vole,-122.61528,37.98631
Vole,-122.5686,38.10749
Vole,-122.56761,37.88965
Vole,-122.55632,37.95246
Vole,-122.5539,37.9625
Vole,-122.54573,37.90684
Vole,-122.525,37.89036
Vole,-122.49287,37.96506
Vole,-122.48773,37.91433
Vole,-122.48611,37.91241
Vole,-122.47898,37.91612
Vole,-122.9811179,38.0604165
Vole,-122.9774684,38.2236745
Vole,-122.963888,38.2072445
Vole,-122.9478788,38.1010022
Vole,-122.9407931,38.1386875
Vole,-122.9371376,38.1386163
Vole,-122.9320232,38.0802138
Vole,-122.9295161,38.1009351
Vole,-122.9142814,38.0935586
Vole,-122.9011817,38.0978691
Vole,-122.8998031,38.1654174
Vole,-122.894167,38.160556
Vole,-122.891698,38.1078446
Vole,-122.8882029,38.1119003
Vole,-122.88699,38.11089
Vole,-122.8714964,38.0301005
Vole,-122.8713448,38.1143342
Vole,-122.8559965,38.0779508
Vole,-122.8559095,38.0866168
Vole,-122.8411816,38.1070708
Vole,-122.8254121,38.0922129
Vole,-122.8059065,38.0983946
Vole,-122.7860072,37.9936085
Vole,-122.7519984,38.0468503
Vole,-122.7291015,38.0189878
Vole,-122.7267985,38.0237462
Vole,-122.7029552,37.90599
Vole,-122.6853,37.9094
Vole,-122.6002694,37.96164722
Vole,-122.6002694,37.96165278
Vole,-122.595675,37.95503889
Vole,-122.5500533,37.8429389
Vole,-122.55,37.84
Vole,-122.5372566,37.9459459
Vole,-122.5307177,37.9989641
Vole,-122.5251214,37.8964078
Vole,-122.5225223,37.8896511
Vole,-122.5221382,37.9514616
Vole,-122.5173063,37.8813778
Vole,-122.5157516,37.8821443
Vole,-122.5147549,37.8292336
Vole,-122.508492,37.9571842
Vole,-122.5079271,37.9320877
Vole,-122.5042014,37.9260548
Vole,-122.4953866,37.9558952
Vole,-122.4948453,37.9774949
Vole,-122.4934822,37.970274
Vole,-122.4905,38.01273
Vole,-122.49017,38.00168
Vole,-122.48964,38.00219
Vole,-122.4855562,37.8339724
Vole,-122.4744325,38.0083168
Vole,-122.4301387,37.8620258
Vole,-120.1307664,37.7595
Vole,-120.00295,37.774
Vole,-120.29042,37.65638
Vole,-120.26757,37.72268
Vole,-120.2416,37.7006
Vole,-120.22121,37.70881
Vole,-120.14187,37.73845
Vole,-120.11166,37.75634
Vole,-120.1058,37.753536
Vole,-120.06969,37.50331
Vole,-119.88244,37.57775
Vole,-119.881282,37.588966
Vole,-119.8386,37.7477
Vole,-119.8059,37.6731
Vole,-119.781173,37.674352
Vole,-119.710935,37.725765
Vole,-123.771347,39.2237428
Vole,-123.7675018,39.2236099
Vole,-123.7675,39.2236111
Vole,-123.754003,39.230237
Vole,-123.5833333,39.6666667
Vole,-123.57,38.8
Vole,-123.5054307,39.3606966
Vole,-123.4281797,39.5552764
Vole,-123.1742282,39.2351994
Vole,-123.7995688,39.3065656
Vole,-123.79985,39.44351
Vole,-123.55036,39.89445
Vole,-123.48906,39.54139
Vole,-123.48519,39.68633
Vole,-123.08889,39.45278
Vole,-123.816111,39.738889
Vole,-123.812648,39.7773734
Vole,-123.7998582,39.4435148
Vole,-123.79391,39.829
Vole,-123.783075,39.635715
Vole,-123.7802398,39.9367192
Vole,-123.7783436,39.3302004
Vole,-123.7708711,39.2757509
Vole,-123.7687484,39.2107537
Vole,-123.6310081,39.8335402
Vole,-123.5276145,38.7956145
Vole,-123.5275764,38.7667231
Vole,-123.4851937,39.6863371
Vole,-123.4149308,39.8229693
Vole,-123.355002,39.5073005
Vole,-123.2472059,39.7489392
Vole,-123.15104,39.51602
Vole,-123.0889033,39.5107702
Vole,-123.0889,39.45279
Vole,-123.0716017,38.9955331
Vole,-123.0678014,39.01574306
Vole,-122.9273073,39.5415188
Vole,-120.8397,37.19336667
Vole,-120.79794,37.12287
Vole,-121,36.89
Vole,-120.4447,37.53014
Vole,-120.4364,37.5192
Vole,-120.39391,37.51121
Vole,-120.35127,37.52911
Vole,-120.319088,37.291852
Vole,-121.4734,41.9546
Vole,-118.6349297,37.5814951
Vole,-118.401531,37.504659
Vole,-118.403,37.504659
Vole,-124.15,40.6
Vole,-121.923214,36.554668
Vole,-121.9166667,36.6166667
Vole,-121.8570824,36.6075263
Vole,-121.8034877,36.7508649
Vole,-121.7994,36.7442
Vole,-121.7872135,36.7731694
Vole,-121.7859241,36.8034527
Vole,-121.7858333,36.8044444
Vole,-121.7833,36.8
Vole,-121.76789,36.80345
Vole,-121.7629428,36.7676161
Vole,-121.74,36.826
Vole,-121.7399447,36.8261999
Vole,-121.5609558,36.3747734
Vole,-121.3436203,39.2201958
Vole,-121.2722244,36.4636116
Vole,-121.1108333,36.2197222
Vole,-121.91,36.55
Vole,-121.91,36.49
Vole,-121.89,36.6
Vole,-121.8,36.75
Vole,-121.7147672,36.4562343
Vole,-121.56,36.37
Vole,-121.9431,36.51725
Vole,-121.9324,36.54349
Vole,-121.92429,36.62143
Vole,-121.90324,36.4809
Vole,-121.88597,36.59359
Vole,-121.80348,36.75086
Vole,-121.7976,36.33373
Vole,-121.78592,36.80345
Vole,-121.69753,36.17507
Vole,-121.57815,36.09283
Vole,-121.33986,35.81256
Vole,-121.0686111,36.18861111
Vole,-120.74949,35.8414
Vole,-121.933,36.636
Vole,-121.917469,36.619863
Vole,-121.90426,36.602688
Vole,-121.898014,36.57092
Vole,-121.897474,36.59962
Vole,-121.835607,36.60922
Vole,-121.813352,36.664542
Vole,-121.803876,36.740111
Vole,-121.80221,36.74966
Vole,-121.79908,36.74736
Vole,-121.799035,36.683841
Vole,-121.79896,36.74749
Vole,-121.79874,36.74771
Vole,-121.79868,36.74776
Vole,-121.79811,36.72202
Vole,-121.78871,36.7384
Vole,-121.787326,36.773286
Vole,-121.78711,36.73701
Vole,-121.78668,36.804902
Vole,-121.7859,36.7943
Vole,-121.78521,36.73606
Vole,-121.785,36.73632
Vole,-121.75798,36.76582
Vole,-121.74301,36.68025
Vole,-121.74057,36.664619
Vole,-121.7339,36.8297
Vole,-121.70821,36.73889
Vole,-121.69939,36.74182
Vole,-121.681984,36.625276
Vole,-121.6818,36.62331
Vole,-121.590658,36.368739
Vole,-121.56443,36.37907
Vole,-121.5609167,36.37644471
Vole,-121.5578509,36.38488204
Vole,-121.5575301,36.38474295
Vole,-121.5570799,36.38497188
Vole,-121.55699,36.88874
Vole,-121.556859,36.38486104
Vole,-121.5568207,36.37851365
Vole,-121.5537452,36.38446205
Vole,-121.553692,36.38493016
Vole,-121.5484028,36.37618496
Vole,-121.5484021,36.37619467
Vole,-121.538122,36.777608
Vole,-121.515123,36.014133
Vole,-121.398233,36.417608
Vole,-121.395603,36.592096
Vole,-121.38585,36.613238
Vole,-121.3688,36.3313
Vole,-121.367128,36.589439
Vole,-121.339243,36.43517
Vole,-121.328347,36.374091
Vole,-121.304,36.4649
Vole,-121.021059,36.118995
Vole,-122.4715881,38.5438372
Vole,-122.4497196,38.57656
Vole,-122.270555,38.260285
Vole,-122.254045,38.609741
Vole,-122.1874271,38.2986235
Vole,-122.59858,38.65204
Vole,-122.48226,38.65323
Vole,-122.40151,38.4369
Vole,-122.36163,38.25006
Vole,-122.6020777,38.6314452
Vole,-122.3616331,38.2500657
Vole,-122.33853,38.31666
Vole,-122.3086604,38.2176485
Vole,-118.08,33.74
Vole,-118.0769737,33.7378931
Vole,-118.0712656,33.7172732
Vole,-117.81,33.85
Vole,-117.7825012,33.7297211
Vole,-117.759873,33.5967621
Vole,-117.698056,33.467222
Vole,-117.6139586,33.7090425
Vole,-117.5537211,33.6297662
Vole,-117.4146178,33.661823
Vole,-118.02915,34.00011
Vole,-117.8552167,33.6607
Vole,-117.8551667,33.6606
Vole,-117.85275,33.6630833
Vole,-117.85255,33.6630167
Vole,-117.8525167,33.6631167
Vole,-117.85175,33.6631833
Vole,-117.8464,33.6545
Vole,-117.8390167,33.65385
Vole,-117.8175,33.8569
Vole,-117.80023,33.57157
Vole,-117.79635,33.5971
Vole,-117.763334,33.576472
Vole,-117.74935,33.57403
Vole,-117.68778,33.87597
Vole,-117.68473,33.89249
Vole,-120.9934,39.00334
Vole,-121.02391,38.91517
Vole,-120.965505,39.1264304
Vole,-120.838802,39.2059333
Vole,-120.83303,39.19779
Vole,-120.83,39.2
Vole,-120.4687898,39.8084511
Vole,-117.6734686,34.0161915
Vole,-117.4321686,33.6067122
Vole,-117.4037281,33.8215746
Vole,-117.3004909,33.7052174
Vole,-117.1981,33.93615
Vole,-117.16,33.98
Vole,-116.9110905,33.4842909
Vole,-116.9077674,33.4906373
Vole,-116.8743215,33.9406031
Vole,-116.6797838,33.7069028
Vole,-116.6446302,34.0439196
Vole,-117.4166136,33.9482009
Vole,-117.39,33.93
Vole,-117.459,34.03
Vole,-117.4554799,34.0295232
Vole,-117.29416,33.51864
Vole,-117.25724,33.80733
Vole,-117.188229,32.793901
Vole,-117.18167,33.9975016
Vole,-116.9190516,33.9400561
Vole,-116.8811569,33.9254175
Vole,-116.8756,33.8981
Vole,-116.6930155,33.6668392
Vole,-116.6647045,33.7633397
Vole,-116.6593614,33.8042231
Vole,-116.6216613,33.8776859
Vole,-116.5135639,34.0687473
Vole,-116.4861,33.5447
Vole,-121.5594444,38.2386111
Vole,-121.5763,38.22159
Vole,-121.51345,38.24195
Vole,-121.50529,38.19669
Vole,-121.49826,38.22862
Vole,-121.48329,38.15779
Vole,-121.4417917,38.27046111
Vole,-121.511302,38.392349
Vole,-121.4667115,36.7905613
Vole,-121.2978362,36.6965282
Vole,-121.1791667,36.4816667
Vole,-121.1979167,36.60511665
Vole,-121.0554,36.46155001
Vole,-121.1545307,36.5446116
Vole,-121.1441667,36.530833
Vole,-120.90115,36.61551
Vole,-120.80917,36.57583
Vole,-120.7856667,36.294333
Vole,-120.63,36.35
Vole,-117.726968,34.3921504
Vole,-117.69,33.94
Vole,-117.69,33.98
Vole,-117.6748546,34.1656197
Vole,-117.6666667,34.2333333
Vole,-117.541,34.136
Vole,-117.4833333,34.2333333
Vole,-117.4455988,34.3029902
Vole,-117.4096269,34.3243862
Vole,-117.3337847,34.5994126
Vole,-117.3333333,34.2
Vole,-117.3122846,34.5104033
Vole,-117.3,34.5333333
Vole,-117.26028,34.04833
Vole,-117.23288,34.0297
Vole,-117.1969736,34.1711239
Vole,-117.07706,34.25514
Vole,-117.0448421,34.079261
Vole,-116.97,34.22
Vole,-116.96819,34.22012
Vole,-116.9616667,34.4569444
Vole,-116.94,34.22
Vole,-116.9372,34.2228
Vole,-116.9333333,34.25
Vole,-116.92268,34.25387
Vole,-116.89,34.17
Vole,-116.797204,34.214414
Vole,-117.33333,34.59889
Vole,-117.28,34.53
Vole,-117.61965,35.68189
Vole,-117.438,34.29889
Vole,-117.35764,34.63802
Vole,-117.333,34.599
Vole,-117.3322827,34.5973112
Vole,-117.332,34.198
Vole,-117.29028,34.53611
Vole,-117.2886,34.0486
Vole,-117.28739,34.53371
Vole,-117.27198,34.02053
Vole,-117.182,34.056
Vole,-117.17881,34.2587
Vole,-117.1327729,34.2257807
Vole,-117.0456049,34.2265517
Vole,-117.0448234,34.2468965
Vole,-117.04139,34.26165
Vole,-116.97543,34.21989
Vole,-116.97127,34.21916
Vole,-116.96972,34.21944
Vole,-116.95498,34.25733
Vole,-116.93821,34.22394
Vole,-116.89984,34.26529
Vole,-116.859545,34.363152
Vole,-116.858906,34.362758
Vole,-116.82944,34.17167
Vole,-116.81556,34.16861
Vole,-116.78597,34.1586357
Vole,-116.7681928,34.1363148
Vole,-116.5733,34.0566
Vole,-117.4562805,33.2929948
