species,Lon,Lat
Vole_ZH,-119.3654075,34.6094588
Vole_ZH,-119.19,34.47
Vole_ZH,-119.1333333,34.8
Vole_ZH,-119.0008333,34.7872222
Vole_ZH,-119.3154197,34.283417
Vole_ZH,-119.3074956,34.2769246
Vole_ZH,-119.2753333,34.5119
Vole_ZH,-119.2720833,34.51435
Vole_ZH,-119.27105,34.51391667
Vole_ZH,-119.26,34.441
Vole_ZH,-119.1873833,34.54013333
Vole_ZH,-119.1867,34.53975
Vole_ZH,-119.146,34.812
Vole_ZH,-119.00154,34.78665
Vole_ZH,-118.99695,34.78537
Vole_ZH,-118.9953,34.79588
